Produtividade,Biomassa,Taxa_Crescimento,Indice_Vegetacao,Preco_Mercado,Demanda,Custo_Producao,Margem_Liquida
53.37271387131796,110.69127167687002,21.7716276008265,0.8388292620164217,355.6172594105201,4861.088362242837,253.9276554419697,11.833838355346053
48.01798196533438,96.31254865239868,19.430393678021233,0.8023331217705685,357.552956813273,4917.523432798919,259.4791671547152,11.658089253578854
56.48212908072511,113.8233766821195,21.971901847384373,0.8329807306042364,366.49036365369375,5028.467290181686,261.7046865598542,12.965791022761646
65.277279157845,131.81623498696547,24.430406982612563,0.8696821250433455,366.8936268385963,5017.949943513631,261.0472406111183,12.555920399059579
47.2084007812874,95.73036740875699,19.167191007600294,0.7952745643999691,329.43267962129505,4534.42660326664,232.50248054015083,5.145736025626349
48.281480362855696,97.19405667357447,19.204837492111867,0.7922280060067586,336.0138077836809,4604.8670411312805,236.8394423045011,6.552870503052437
64.72450772569131,130.81046711104426,24.80427857801229,0.887912572975647,356.3215456325164,4888.788946774313,256.4257638384935,11.651956462030572
57.531967806507794,114.10403987974676,22.158679600959683,0.8447234544744652,356.3809874285812,4917.770526701997,259.4147883278856,11.7448478620286
45.425551772362375,88.83179203239668,18.9683036798672,0.7870218078564458,354.9205047509913,4899.782738872788,256.82673078190464,10.91266677810529
55.9400392699184,112.34724518320849,21.359297940092045,0.8217756500636926,411.2901258461947,5568.037967966394,295.72807088360406,21.91620979759461
46.07743794996426,91.38601180010481,18.553685428314207,0.7900030560157202,356.07563118961497,4927.460043557124,256.2670635904869,11.519447111406125
44.21806037245956,90.62982025768441,18.470891421806975,0.7786895083684112,365.6476742071172,5032.675428130126,260.50040606477387,13.465414125336018
50.88550854492472,105.11921405764049,21.159980180004222,0.8328507223045544,362.8732119212596,4995.359230419456,263.2142407162127,13.506893541781777
32.144874375320526,60.60890605954567,14.319125698980079,0.6974441095862145,361.56071752347583,4951.92827371017,257.66102062164396,12.312909480263606
33.08313568684926,67.94739532935617,15.134799864301492,0.7311137464060009,344.68106197381076,4730.51096876813,245.8558092371346,8.946780006916631
43.628638171033714,88.88347059715576,17.86746930036599,0.7738647313725779,363.88002245274646,4961.072245379466,265.4938457816089,11.920430771313686
41.42284077217828,79.85277238791642,17.041621718757504,0.7428442639471344,337.0606405334487,4646.005088341457,241.3236032422805,6.820798195855563
53.258147960245594,107.01071327580416,21.209631236472852,0.8108735082892206,347.0057092233475,4755.322201440631,245.65459461892954,9.001882852083005
42.09905642885172,82.32052772131249,17.300612970218996,0.7513953231419963,341.0488526760439,4718.211974698305,243.32292223363967,8.459457260981612
35.9444814680572,71.9778099975733,16.08273300851373,0.7336264743972546,355.5184103463416,4821.453185440161,253.27938109102936,9.850750607298494
